body_location_or_region	adjacent_to	body_part_organ_or_organ_component
body_location_or_region	adjacent_to	body_space_or_junction
body_part_organ_or_organ_component	adjacent_to	body_space_or_junction
body_part_organ_or_organ_component	adjacent_to	cell
body_part_organ_or_organ_component	adjacent_to	tissue
cell_component	adjacent_to	body_space_or_junction
tissue	adjacent_to	body_space_or_junction
acquired_abnormality	affects	alga
acquired_abnormality	affects	amphibian
acquired_abnormality	affects	animal
acquired_abnormality	affects	archaeon
acquired_abnormality	affects	bacterium
acquired_abnormality	affects	bird
acquired_abnormality	affects	cell_function
acquired_abnormality	affects	fish
acquired_abnormality	affects	fungus
acquired_abnormality	affects	genetic_function
acquired_abnormality	affects	human
acquired_abnormality	affects	invertebrate
acquired_abnormality	affects	mammal
acquired_abnormality	affects	mental_process
acquired_abnormality	affects	molecular_function
acquired_abnormality	affects	organ_or_tissue_function
acquired_abnormality	affects	organism
acquired_abnormality	affects	organism_function
acquired_abnormality	affects	physiologic_function
acquired_abnormality	affects	plant
acquired_abnormality	affects	reptile
acquired_abnormality	affects	rickettsia_or_chlamydia
acquired_abnormality	affects	vertebrate
acquired_abnormality	affects	virus
amino_acid_peptide_or_protein	affects	biologic_function
amino_acid_peptide_or_protein	affects	cell_function
amino_acid_peptide_or_protein	affects	cell_or_molecular_dysfunction
amino_acid_peptide_or_protein	affects	disease_or_syndrome
amino_acid_peptide_or_protein	affects	experimental_model_of_disease
amino_acid_peptide_or_protein	affects	genetic_function
amino_acid_peptide_or_protein	affects	mental_process
amino_acid_peptide_or_protein	affects	mental_or_behavioral_dysfunction
amino_acid_peptide_or_protein	affects	molecular_function
amino_acid_peptide_or_protein	affects	natural_phenomenon_or_process
amino_acid_peptide_or_protein	affects	neoplastic_process
amino_acid_peptide_or_protein	affects	organ_or_tissue_function
amino_acid_peptide_or_protein	affects	organism_function
amino_acid_peptide_or_protein	affects	pathologic_function
amino_acid_peptide_or_protein	affects	physiologic_function
anatomical_abnormality	affects	alga
anatomical_abnormality	affects	amphibian
anatomical_abnormality	affects	animal
anatomical_abnormality	affects	archaeon
anatomical_abnormality	affects	bacterium
anatomical_abnormality	affects	bird
anatomical_abnormality	affects	cell_function
anatomical_abnormality	affects	fish
anatomical_abnormality	affects	fungus
anatomical_abnormality	affects	genetic_function
anatomical_abnormality	affects	human
anatomical_abnormality	affects	invertebrate
anatomical_abnormality	affects	mammal
anatomical_abnormality	affects	mental_process
anatomical_abnormality	affects	molecular_function
anatomical_abnormality	affects	organ_or_tissue_function
anatomical_abnormality	affects	organism
anatomical_abnormality	affects	organism_function
anatomical_abnormality	affects	physiologic_function
anatomical_abnormality	affects	plant
anatomical_abnormality	affects	reptile
anatomical_abnormality	affects	rickettsia_or_chlamydia
anatomical_abnormality	affects	vertebrate
anatomical_abnormality	affects	virus
antibiotic	affects	biologic_function
antibiotic	affects	cell_function
antibiotic	affects	cell_or_molecular_dysfunction
antibiotic	affects	disease_or_syndrome
antibiotic	affects	experimental_model_of_disease
antibiotic	affects	genetic_function
antibiotic	affects	mental_process
antibiotic	affects	mental_or_behavioral_dysfunction
antibiotic	affects	molecular_function
antibiotic	affects	natural_phenomenon_or_process
antibiotic	affects	neoplastic_process
antibiotic	affects	organ_or_tissue_function
antibiotic	affects	organism_function
antibiotic	affects	pathologic_function
antibiotic	affects	physiologic_function
behavior	affects	individual_behavior
behavior	affects	mental_process
behavior	affects	social_behavior
biologic_function	affects	alga
biologic_function	affects	amphibian
biologic_function	affects	animal
biologic_function	affects	archaeon
biologic_function	affects	bacterium
biologic_function	affects	bird
biologic_function	affects	cell_function
biologic_function	affects	cell_or_molecular_dysfunction
biologic_function	affects	disease_or_syndrome
biologic_function	affects	experimental_model_of_disease
biologic_function	affects	fish
biologic_function	affects	fungus
biologic_function	affects	genetic_function
biologic_function	affects	human
biologic_function	affects	invertebrate
biologic_function	affects	mammal
biologic_function	affects	mental_process
biologic_function	affects	mental_or_behavioral_dysfunction
biologic_function	affects	molecular_function
biologic_function	affects	natural_phenomenon_or_process
biologic_function	affects	neoplastic_process
biologic_function	affects	organ_or_tissue_function
biologic_function	affects	organism
biologic_function	affects	organism_function
biologic_function	affects	pathologic_function
biologic_function	affects	physiologic_function
biologic_function	affects	plant
biologic_function	affects	reptile
biologic_function	affects	rickettsia_or_chlamydia
biologic_function	affects	vertebrate
biologic_function	affects	virus
biologically_active_substance	affects	biologic_function
biologically_active_substance	affects	cell_function
biologically_active_substance	affects	cell_or_molecular_dysfunction
biologically_active_substance	affects	disease_or_syndrome
biologically_active_substance	affects	experimental_model_of_disease
biologically_active_substance	affects	genetic_function
biologically_active_substance	affects	mental_process
biologically_active_substance	affects	mental_or_behavioral_dysfunction
biologically_active_substance	affects	molecular_function
biologically_active_substance	affects	natural_phenomenon_or_process
biologically_active_substance	affects	neoplastic_process
biologically_active_substance	affects	organ_or_tissue_function
biologically_active_substance	affects	organism_function
biologically_active_substance	affects	pathologic_function
biologically_active_substance	affects	physiologic_function
biomedical_or_dental_material	affects	biologic_function
biomedical_or_dental_material	affects	cell_function
biomedical_or_dental_material	affects	cell_or_molecular_dysfunction
biomedical_or_dental_material	affects	disease_or_syndrome
biomedical_or_dental_material	affects	experimental_model_of_disease
biomedical_or_dental_material	affects	genetic_function
biomedical_or_dental_material	affects	mental_process
biomedical_or_dental_material	affects	mental_or_behavioral_dysfunction
biomedical_or_dental_material	affects	molecular_function
biomedical_or_dental_material	affects	natural_phenomenon_or_process
biomedical_or_dental_material	affects	neoplastic_process
biomedical_or_dental_material	affects	organ_or_tissue_function
biomedical_or_dental_material	affects	organism_function
biomedical_or_dental_material	affects	pathologic_function
biomedical_or_dental_material	affects	physiologic_function
carbohydrate	affects	biologic_function
carbohydrate	affects	cell_function
carbohydrate	affects	cell_or_molecular_dysfunction
carbohydrate	affects	disease_or_syndrome
carbohydrate	affects	experimental_model_of_disease
carbohydrate	affects	genetic_function
carbohydrate	affects	mental_process
carbohydrate	affects	mental_or_behavioral_dysfunction
carbohydrate	affects	molecular_function
carbohydrate	affects	natural_phenomenon_or_process
carbohydrate	affects	neoplastic_process
carbohydrate	affects	organ_or_tissue_function
carbohydrate	affects	organism_function
carbohydrate	affects	pathologic_function
carbohydrate	affects	physiologic_function
cell_component	affects	cell_function
cell_component	affects	genetic_function
cell_component	affects	mental_process
cell_component	affects	molecular_function
cell_component	affects	organ_or_tissue_function
cell_component	affects	organism_function
cell_component	affects	physiologic_function
cell_function	affects	alga
cell_function	affects	amphibian
cell_function	affects	animal
cell_function	affects	archaeon
cell_function	affects	bacterium
cell_function	affects	biologic_function
cell_function	affects	bird
cell_function	affects	cell_or_molecular_dysfunction
cell_function	affects	clinical_attribute
cell_function	affects	disease_or_syndrome
cell_function	affects	experimental_model_of_disease
cell_function	affects	fish
cell_function	affects	fungus
cell_function	affects	genetic_function
cell_function	affects	human
cell_function	affects	invertebrate
cell_function	affects	mammal
cell_function	affects	mental_process
cell_function	affects	mental_or_behavioral_dysfunction
cell_function	affects	molecular_function
cell_function	affects	natural_phenomenon_or_process
cell_function	affects	neoplastic_process
cell_function	affects	organ_or_tissue_function
cell_function	affects	organism
cell_function	affects	organism_attribute
cell_function	affects	organism_function
cell_function	affects	pathologic_function
cell_function	affects	physiologic_function
cell_function	affects	plant
cell_function	affects	reptile
cell_function	affects	rickettsia_or_chlamydia
cell_function	affects	vertebrate
cell_function	affects	virus
cell_or_molecular_dysfunction	affects	alga
cell_or_molecular_dysfunction	affects	amphibian
cell_or_molecular_dysfunction	affects	animal
cell_or_molecular_dysfunction	affects	archaeon
cell_or_molecular_dysfunction	affects	bacterium
cell_or_molecular_dysfunction	affects	biologic_function
cell_or_molecular_dysfunction	affects	bird
cell_or_molecular_dysfunction	affects	cell_function
cell_or_molecular_dysfunction	affects	disease_or_syndrome
cell_or_molecular_dysfunction	affects	experimental_model_of_disease
cell_or_molecular_dysfunction	affects	fish
cell_or_molecular_dysfunction	affects	fungus
cell_or_molecular_dysfunction	affects	genetic_function
cell_or_molecular_dysfunction	affects	human
cell_or_molecular_dysfunction	affects	invertebrate
cell_or_molecular_dysfunction	affects	mammal
cell_or_molecular_dysfunction	affects	mental_process
cell_or_molecular_dysfunction	affects	mental_or_behavioral_dysfunction
cell_or_molecular_dysfunction	affects	molecular_function
cell_or_molecular_dysfunction	affects	natural_phenomenon_or_process
cell_or_molecular_dysfunction	affects	neoplastic_process
